latitude,longitude,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
22.616586,120.296128,,,,,世界一水果專賣店,,,,,,,,,,,,,,,,,,
22.625667,120.282616,,,,,Sapulo 糕餅小舖,,,,,,,,,,,,,,,,,,
